antecedent,consequent,support,confidence,lift
"{6,1}","{34,19}",0.121,0.425,1.181
"{6,1}","{30,19}",0.103,0.364,1.150
"{6,1}","{14,16}",0.120,0.421,1.110
"{6,1}","{18,16}",0.122,0.428,1.162
"{6,1}","{34,16}",0.108,0.380,1.144
"{6,1}","{14,48}",0.112,0.393,1.104
"{6,1}","{18,48}",0.109,0.384,1.104
"{6,1}","{34,48}",0.104,0.367,1.161
"{6,1}","{18,32}",0.105,0.370,1.218
"{14,6,1}",{18},0.165,0.773,1.096
"{14,6,1}",{34},0.155,0.726,1.133
"{14,6,1}",{30},0.137,0.639,1.134
"{14,6,1}",{19},0.128,0.598,1.109
"{14,6,1}",{16},0.120,0.559,1.090
"{14,6,1}",{48},0.112,0.522,1.090
"{14,6,1}","{18,34}",0.121,0.565,1.212
"{14,6,1}","{18,30}",0.103,0.481,1.213
"{14,6,1}","{18,19}",0.101,0.472,1.181
"{14,18,6,1}",{34},0.121,0.732,1.142
"{14,18,6,1}",{30},0.103,0.623,1.106
"{14,18,6,1}",{19},0.101,0.611,1.132
"{14,34,6,1}",{18},0.121,0.779,1.105
"{14,30,6,1}",{18},0.103,0.754,1.069
"{14,19,6,1}",{18},0.101,0.789,1.119
"{18,6,1}",{14},0.165,0.761,1.061
"{18,6,1}",{34},0.156,0.716,1.118
"{18,6,1}",{30},0.129,0.595,1.057
"{18,6,1}",{19},0.130,0.597,1.106
"{18,6,1}",{16},0.122,0.560,1.091
"{18,6,1}",{48},0.109,0.502,1.047
"{18,6,1}",{32},0.105,0.483,1.171
"{18,6,1}","{14,34}",0.121,0.557,1.173
"{18,6,1}","{14,30}",0.103,0.474,1.125
"{18,6,1}","{14,19}",0.101,0.465,1.164
"{18,34,6,1}",{14},0.121,0.777,1.085
"{18,30,6,1}",{14},0.103,0.796,1.111
"{18,19,6,1}",{14},0.101,0.779,1.087
"{34,6,1}",{14},0.155,0.773,1.078
"{34,6,1}",{18},0.156,0.774,1.098
"{34,6,1}",{30},0.124,0.619,1.098
"{34,6,1}",{19},0.121,0.600,1.113
"{34,6,1}",{16},0.108,0.537,1.047
"{34,6,1}",{48},0.104,0.519,1.084
"{34,6,1}","{14,18}",0.121,0.602,1.142
"{30,6,1}",{14},0.137,0.784,1.094
"{30,6,1}",{18},0.129,0.742,1.052
"{30,6,1}",{34},0.124,0.713,1.113
"{30,6,1}",{19},0.103,0.593,1.099
"{30,6,1}","{14,18}",0.103,0.591,1.121
"{19,6,1}",{14},0.128,0.768,1.072
"{19,6,1}",{18},0.130,0.778,1.103
"{19,6,1}",{34},0.121,0.724,1.130
"{19,6,1}",{30},0.103,0.620,1.101
"{19,6,1}","{14,18}",0.101,0.606,1.149
"{14,16}",{18},0.280,0.738,1.047
"{14,16}",{34},0.257,0.676,1.055
"{14,16}",{30},0.220,0.580,1.030
"{14,16}",{19},0.214,0.564,1.046
"{14,16}",{6},0.209,0.549,1.041
"{14,16}",{1},0.208,0.548,1.055
